id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,loan_year,default_rate_indicator,income_to_loan_ratio
8275289,2013,2013-10-01,1082014,0.5,RENT,1,Low,90000,1,23750,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.97,A,1,25.05,24971.02577,23750.0,0.0,733.01,munster,1221.0257700000002,0,2013,0.13883089770354906,3.789473684210526
6310208,2013,2013-07-01,1012016,2.0,MORTGAGE,3,Low,70000,1,24000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.35,B,2,15.36,15605.77,9779.85,0.0,538.13,leinster,-8394.23,0,2013,0.13883089770354906,2.9166666666666665
5975286,2013,2013-07-01,1012016,2.0,OWN,2,Low,73000,1,10625,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.88,C,3,19.17,11180.39,8483.13,0.0,372.92,leinster,555.3899999999994,0,2013,0.13883089770354906,6.870588235294117
36799318,2014,2014-12-01,1052015,8.0,RENT,1,Low,40000,1,7000,36,1,INDIVIDUAL,1,other,4,High,2,BAD LOAN,1,14.99,C,3,14.13,1201.49,795.57,0.0,242.63,cannught,-5798.51,1,2014,0.07904642409033877,5.714285714285714
6965977,2013,2013-09-01,1012016,10.0,RENT,1,Low,85000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.33,C,3,20.53,7691.18,5915.6,0.0,274.71,leinster,-308.8199999999997,0,2013,0.13883089770354906,10.625
5784782,2013,2013-06-01,1012016,2.0,MORTGAGE,3,Low,53000,1,23675,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.8,C,3,26.33,17761.42,9927.46,0.0,573.22,leinster,-5913.580000000002,0,2013,0.13883089770354906,2.2386483632523757
6715656,2013,2013-08-01,1022015,10.0,MORTGAGE,3,Low,42921,1,19075,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.64,B,2,12.39,21508.04125,19075.0,0.0,621.25,munster,2433.0412499999984,0,2013,0.13883089770354906,2.2501179554390562
7457008,2013,2013-10-01,1122015,10.0,MORTGAGE,3,Low,70000,1,11000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.3,C,3,9.96,13904.81,11000.0,0.0,257.67,leinster,2904.8099999999995,0,2013,0.13883089770354906,6.363636363636363
3377406,2013,2013-02-01,1032015,2.0,MORTGAGE,3,Medium,200000,2,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,10.86,17108.4685,15000.0,0.0,485.14,ulster,2108.468499999999,0,2013,0.13883089770354906,13.333333333333334
6190135,2013,2013-09-01,1122015,10.0,RENT,1,Low,60000,1,21200,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,23.4,E,5,24.66,16277.72,6638.2,0.0,602.53,Northern-Irl,-4922.280000000001,0,2013,0.13883089770354906,2.830188679245283
8514864,2013,2013-11-01,1012016,10.0,RENT,1,Medium,175000,2,23000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,13.67,B,2,9.75,20341.88,15644.28,0.0,782.41,ulster,-2658.119999999999,0,2013,0.13883089770354906,7.608695652173913
37691232,2014,2014-12-01,1122015,4.0,RENT,1,Low,89000,1,28000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.49,A,1,24.95,10286.5,8736.23,0.0,858.05,ulster,-17713.5,0,2014,0.07904642409033877,3.1785714285714284
26799878,2014,2014-09-01,1012016,2.0,MORTGAGE,3,Low,75000,1,25000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.03,A,1,13.88,12174.24,10556.44,0.0,760.89,munster,-12825.76,0,2014,0.07904642409033877,3.0
31667683,2014,2014-10-01,1122015,0.5,RENT,1,Medium,126000,2,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,13.82,2906.58,2021.31,0.0,207.97,Northern-Irl,-3093.42,0,2014,0.07904642409033877,21.0
29714012,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Low,89000,1,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.99,D,4,14.93,18715.2,12471.83,0.0,1247.68,leinster,-16284.8,0,2014,0.07904642409033877,2.5428571428571427
7728877,2013,2013-11-01,1012016,10.0,MORTGAGE,3,Low,55000,1,13000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,11.99,B,2,23.85,11224.77,8910.86,0.0,431.73,cannught,-1775.2299999999996,0,2013,0.13883089770354906,4.230769230769231
29684685,2014,2014-10-01,1012016,1.0,RENT,1,Low,45000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.17,B,2,8.85,7165.21,5755.08,0.0,478.19,cannught,-7834.79,0,2014,0.07904642409033877,3.0
2310673,2012,2012-12-01,1122015,10.0,MORTGAGE,3,Medium,145000,2,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.62,A,1,16.5,11218.06205,10000.0,0.0,311.62,munster,1218.0620500000005,0,2012,0.15946336078797657,14.5
3729216,2013,2013-05-01,1012016,0.5,RENT,1,Low,42000,1,18550,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.11,B,2,28.43,20028.99,16110.7,0.0,626.01,ulster,1478.9900000000016,0,2013,0.13883089770354906,2.2641509433962264
28594056,2014,2014-10-01,1012016,3.0,RENT,1,Medium,117500,2,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,8.15,5850.7,4818.14,0.0,323.38,Northern-Irl,-4149.3,0,2014,0.07904642409033877,11.75
3642072,2013,2013-03-01,1122015,0.5,RENT,1,Low,25000,1,6650,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,22.45,7639.61,5972.12,0.0,231.54,leinster,989.6099999999997,0,2013,0.13883089770354906,3.7593984962406015
7449070,2013,2013-09-01,1012015,9.0,MORTGAGE,3,Low,45000,1,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,BAD LOAN,1,11.99,B,2,21.55,3985.0,2989.63,0.0,265.68,Northern-Irl,-4015.0,1,2013,0.13883089770354906,5.625
28322683,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Medium,200000,2,28000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.15,B,2,16.3,8954.85,5734.24,0.0,596.99,cannught,-19045.15,0,2014,0.07904642409033877,7.142857142857143
6209051,2013,2013-08-01,1012016,10.0,MORTGAGE,3,Low,30000,1,7800,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.05,B,2,19.44,7627.29,6036.85,0.0,263.01,leinster,-172.71000000000004,0,2013,0.13883089770354906,3.8461538461538463
8597173,2013,2013-11-01,1012015,6.0,RENT,1,Low,65500,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,9.67,B,2,17.77,13140.98859,12000.0,0.0,385.35,leinster,1140.9885900000008,0,2013,0.13883089770354906,5.458333333333333
1246428,2012,2012-04-01,1052015,10.0,MORTGAGE,3,Low,73300,1,26000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,13.67,B,2,15.75,31839.30317,26000.0,0.0,884.46,cannught,5839.303169999999,0,2012,0.15946336078797657,2.8192307692307694
6595686,2013,2013-08-01,1012016,10.0,RENT,1,Low,55000,1,14500,60,2,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,17.56,D,4,17.26,10207.0,5230.71,0.0,364.75,Northern-Irl,-4293.0,0,2013,0.13883089770354906,3.793103448275862
31256934,2014,2014-10-01,1112015,1.0,RENT,1,Low,29000,1,5275,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.99,C,3,10.22,6005.01,5275.0,0.0,182.84,ulster,730.0100000000002,0,2014,0.07904642409033877,5.497630331753554
36019516,2014,2014-12-01,1122015,8.0,MORTGAGE,3,High,225000,3,10000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,7.49,A,1,7.79,3726.0,3087.81,0.0,311.02,leinster,-6274.0,0,2014,0.07904642409033877,22.5
6065214,2013,2013-07-01,1062015,6.05,RENT,1,Low,30000,1,10050,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.05,B,2,18.48,11880.87,10050.0,0.0,338.87,cannught,1830.8700000000008,0,2013,0.13883089770354906,2.985074626865672
840514,2011,2011-08-01,1052014,4.0,RENT,1,Low,42000,1,6500,36,1,INDIVIDUAL,1,small_business,3,High,2,GOOD LOAN,0,17.49,D,4,7.91,8372.458065,6500.0,0.0,233.34,ulster,1872.4580650000007,0,2011,0.15083210448704445,6.461538461538462
2865187,2013,2013-01-01,1012016,5.0,MORTGAGE,3,Medium,150000,2,30000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.9,A,1,19.73,34293.45019,30000.0,0.0,952.6,ulster,4293.450190000003,0,2013,0.13883089770354906,5.0
7659576,2013,2013-10-01,1012016,10.0,MORTGAGE,3,Low,78000,1,13000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.97,A,1,20.42,10831.89,9490.75,0.0,401.23,leinster,-2168.1100000000006,0,2013,0.13883089770354906,6.0
32519190,2014,2014-11-01,1122015,2.0,RENT,1,Low,32000,1,5725,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,19.24,E,5,20.78,2735.76,1701.62,0.0,210.56,leinster,-2989.24,0,2014,0.07904642409033877,5.5895196506550215
34483895,2014,2014-11-01,1012016,10.0,OWN,2,Low,54766,1,18600,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.31,C,3,14.95,6078.88,3239.45,0.0,435.79,munster,-12521.119999999999,0,2014,0.07904642409033877,2.9444086021505376
5715123,2013,2013-06-01,1102015,6.05,MORTGAGE,3,Low,27000,1,9250,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,BAD LOAN,1,10.16,B,2,26.89,8139.83,6651.92,0.0,299.17,leinster,-1110.17,1,2013,0.13883089770354906,2.918918918918919
5779430,2013,2013-06-01,1092014,10.0,MORTGAGE,3,Medium,146000,2,3000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.12,B,2,16.18,3377.180035,3000.0,0.0,99.82,leinster,377.18003499999986,0,2013,0.13883089770354906,48.666666666666664
4157133,2013,2013-04-01,1012016,7.0,RENT,1,Low,80000,1,10000,36,1,INDIVIDUAL,1,major_purchase,8,Low,1,GOOD LOAN,0,12.12,B,2,7.02,10979.76,9021.81,0.0,332.72,ulster,979.7600000000002,0,2013,0.13883089770354906,8.0
4289532,2013,2013-04-01,1092015,0.5,RENT,1,Low,50000,1,11400,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,20.9,13197.2,11400.0,0.0,368.71,leinster,1797.2000000000007,0,2013,0.13883089770354906,4.385964912280702
6545804,2013,2013-08-01,1012016,10.0,MORTGAGE,3,Low,87000,1,25000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.35,B,2,21.47,24200.51,19390.66,0.0,834.55,ulster,-799.4900000000016,0,2013,0.13883089770354906,3.48
2935292,2013,2013-01-01,1012016,5.0,MORTGAGE,3,Low,65000,1,10000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,6.37,11643.21129,10000.0,0.0,323.43,Northern-Irl,1643.2112899999993,0,2013,0.13883089770354906,6.5
5778541,2013,2013-07-01,1092014,10.0,RENT,1,Low,42108,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,13.05,B,2,12.91,10157.67,9000.0,0.0,303.47,Northern-Irl,1157.67,0,2013,0.13883089770354906,4.6786666666666665
26338238,2014,2014-09-01,1112015,8.0,RENT,1,Medium,115000,2,20000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,13.35,C,3,26.26,23005.2,20000.0,0.0,458.66,ulster,3005.2000000000007,0,2014,0.07904642409033877,5.75
1442199,2012,2012-08-01,1092015,0.5,RENT,1,Low,61400,1,16200,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.12,B,2,21.52,19403.48624,16200.0,0.0,539.01,Northern-Irl,3203.4862399999984,0,2012,0.15946336078797657,3.7901234567901234
976866,2011,2011-10-01,1102014,4.0,RENT,1,Low,75000,1,4000,36,1,INDIVIDUAL,1,medical,9,High,2,GOOD LOAN,0,13.49,C,3,13.41,4882.912722,4000.0,0.0,135.73,Northern-Irl,882.912722,0,2011,0.15083210448704445,18.75
6525062,2013,2013-08-01,1072014,10.0,MORTGAGE,3,Medium,110000,2,35000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.88,C,3,32.38,39513.79476,35000.0,0.0,1228.43,Northern-Irl,4513.794759999997,0,2013,0.13883089770354906,3.142857142857143
823850,2011,2011-08-01,1082014,10.0,RENT,1,Low,30000,1,10625,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.99,A,1,29.76,11807.9713,10625.0,0.0,328.03,ulster,1182.9712999999992,0,2011,0.15083210448704445,2.823529411764706
27561722,2014,2014-09-01,1012016,1.0,MORTGAGE,3,Low,43000,1,18000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.12,A,1,13.7,8908.48,7529.11,0.0,556.78,leinster,-9091.52,0,2014,0.07904642409033877,2.388888888888889
9198960,2013,2013-12-01,1012016,6.05,RENT,1,Low,26000,1,5500,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,22.4,E,5,24.19,5279.29,3417.22,0.0,211.19,munster,-220.71000000000004,0,2013,0.13883089770354906,4.7272727272727275
4155419,2013,2013-04-01,1032015,1.0,MORTGAGE,3,Medium,170000,2,30000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,23.28,F,6,18.14,39741.79881,30000.0,0.0,850.55,munster,9741.79881,0,2013,0.13883089770354906,5.666666666666667
1551074,2012,2012-09-01,1122015,6.0,MORTGAGE,3,Medium,110000,2,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,21.0,E,5,17.61,26356.52,13191.52,0.0,676.34,leinster,1356.5200000000004,0,2012,0.15946336078797657,4.4
5759784,2013,2013-06-01,1122015,10.0,MORTGAGE,3,High,220000,3,12800,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,7.62,A,1,12.49,11955.94,10450.99,0.0,398.87,ulster,-844.0599999999995,0,2013,0.13883089770354906,17.1875
847515,2011,2011-08-01,1102014,0.5,RENT,1,Low,37500,1,11000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,8.49,A,1,22.34,12488.70884,11000.0,0.0,347.2,cannught,1488.7088399999993,0,2011,0.15083210448704445,3.409090909090909
32038955,2014,2014-10-01,1122015,2.0,MORTGAGE,3,Medium,160000,2,30000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.49,B,2,8.53,14006.95,10359.83,0.0,1003.47,leinster,-15993.05,0,2014,0.07904642409033877,5.333333333333333
1179536,2012,2012-03-01,1012016,4.0,RENT,1,Low,63000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,13.67,B,2,28.9,20287.73,13171.48,0.0,461.96,munster,287.72999999999956,1,2012,0.15946336078797657,3.15
6328820,2013,2013-07-01,1042015,6.0,RENT,1,Low,40000,1,6000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,15.22,C,3,24.09,4375.77,3162.67,0.0,208.64,cannught,-1624.2299999999996,1,2013,0.13883089770354906,6.666666666666667
29794419,2014,2014-10-01,1122015,4.0,MORTGAGE,3,Low,70000,1,16000,60,2,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,10.99,B,2,21.98,4849.66,2991.77,0.0,347.8,Northern-Irl,-11150.34,0,2014,0.07904642409033877,4.375
37611597,2014,2014-12-01,1012016,3.0,RENT,1,Low,23000,1,6000,36,1,INDIVIDUAL,1,credit_card,1,Low,1,GOOD LOAN,0,12.99,C,3,8.82,2421.35,1747.92,0.0,202.14,leinster,-3578.65,0,2014,0.07904642409033877,3.8333333333333335
5716113,2013,2013-09-01,1082015,5.0,MORTGAGE,3,Low,75000,1,20050,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,22.2,E,5,19.92,27691.85,20050.0,0.0,556.05,leinster,7641.8499999999985,0,2013,0.13883089770354906,3.7406483790523692
31797733,2014,2014-10-01,1012016,10.0,MORTGAGE,3,Medium,127000,2,25000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,16.89,7592.9,4674.68,0.0,543.44,cannught,-17407.1,0,2014,0.07904642409033877,5.08
542739,2010,2010-07-01,1022012,2.0,MORTGAGE,3,Low,42000,1,3000,60,2,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,18.3,F,6,21.57,3777.39,3000.0,0.0,76.68,munster,777.3899999999999,0,2010,0.14953933380581147,14.0
1400927,2012,2012-08-01,1072013,0.5,OWN,2,Low,48000,1,6800,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.09,B,2,8.4,7574.91,6800.0,0.0,232.71,ulster,774.9099999999999,0,2012,0.15946336078797657,7.0588235294117645
35126749,2014,2014-11-01,1122015,10.0,OWN,2,Low,50000,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.49,A,1,15.12,3633.34,3020.15,0.0,279.92,leinster,-5366.66,0,2014,0.07904642409033877,5.555555555555555
7629151,2013,2013-10-01,1012016,5.0,MORTGAGE,3,Low,48000,1,5000,36,1,INDIVIDUAL,1,home_improvement,7,High,2,GOOD LOAN,0,13.67,B,2,31.73,4598.48,3552.84,0.0,170.09,Northern-Irl,-401.52000000000044,0,2013,0.13883089770354906,9.6
1059939,2011,2011-12-01,1092013,10.0,RENT,1,Low,70000,1,12000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.65,B,2,26.06,13673.71,12000.0,0.0,390.88,leinster,1673.7099999999991,0,2011,0.15083210448704445,5.833333333333333
34303042,2014,2014-11-01,1072015,10.0,RENT,1,Low,55000,1,23050,60,2,INDIVIDUAL,1,credit_card,1,High,2,BAD LOAN,1,14.99,C,3,32.32,4337.93,2175.81,0.0,548.24,Northern-Irl,-18712.07,1,2014,0.07904642409033877,2.386117136659436
8117805,2013,2013-10-01,1042015,5.0,MORTGAGE,3,Medium,137000,2,12500,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.3,C,3,21.11,14974.22,12500.0,0.0,292.81,Northern-Irl,2474.2199999999993,0,2013,0.13883089770354906,10.96
2414820,2012,2012-12-01,1052015,10.0,RENT,1,Low,85000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.29,C,3,13.72,18774.38,15000.0,0.0,529.51,ulster,3774.380000000001,0,2012,0.15946336078797657,5.666666666666667
6170520,2013,2013-07-01,1062015,7.0,MORTGAGE,3,Low,70000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,6.03,A,1,14.88,21585.29655,20000.0,0.0,608.72,munster,1585.2965499999991,0,2013,0.13883089770354906,3.5
6305867,2013,2013-07-01,1012016,4.0,RENT,1,Low,40000,1,18000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,11.55,B,2,34.41,17226.0,13997.72,0.0,594.0,Northern-Irl,-774.0,0,2013,0.13883089770354906,2.2222222222222223
7387575,2013,2013-10-01,1012016,1.0,MORTGAGE,3,Medium,102000,2,28100,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.1,C,3,16.04,18088.14,10097.53,0.0,669.98,munster,-10011.86,0,2013,0.13883089770354906,3.6298932384341636
8556292,2013,2013-11-01,1112015,10.0,OWN,2,Low,80000,1,20000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,18.29,23129.17,20000.0,0.0,654.68,cannught,3129.1699999999983,0,2013,0.13883089770354906,4.0
1378676,2012,2012-07-01,1062013,9.0,RENT,1,Low,35000,1,15000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,7.9,A,1,5.59,15949.18,15000.0,0.0,469.36,cannught,949.1800000000003,0,2012,0.15946336078797657,2.3333333333333335
27109977,2014,2014-09-01,1012015,10.0,RENT,1,Low,66000,1,15000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,14.99,C,3,21.36,15820.96,15000.0,0.0,519.91,ulster,820.9599999999991,0,2014,0.07904642409033877,4.4
674359,2011,2011-02-01,1032014,10.0,MORTGAGE,3,Low,48000,1,14125,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,5.79,A,1,18.3,15418.18664,14125.0,0.0,428.37,cannught,1293.18664,0,2011,0.15083210448704445,3.398230088495575
399590,2009,2009-05-01,1052012,10.0,MORTGAGE,3,High,270000,3,21000,36,1,INDIVIDUAL,1,home_improvement,7,Low,1,GOOD LOAN,0,11.26,B,2,7.26,24842.15,21000.0,0.0,690.13,ulster,3842.1500000000015,0,2009,0.14492753623188406,12.857142857142858
3534690,2013,2013-03-01,1012016,10.0,MORTGAGE,3,Medium,105600,2,10000,36,1,INDIVIDUAL,1,car,2,Low,1,GOOD LOAN,0,6.03,A,1,19.22,10346.48,9394.51,0.0,304.36,Northern-Irl,346.47999999999956,0,2013,0.13883089770354906,10.56
28853310,2014,2014-10-01,1012016,2.0,RENT,1,Low,70000,1,9600,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.99,B,2,15.09,4713.75,3621.47,0.0,314.25,ulster,-4886.25,0,2014,0.07904642409033877,7.291666666666667
3105861,2013,2013-01-01,1012016,2.0,MORTGAGE,3,Low,60000,1,8325,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,14.09,B,2,17.6,10256.08003,8325.0,0.0,284.9,leinster,1931.0800299999992,0,2013,0.13883089770354906,7.207207207207207
5790801,2013,2013-06-01,1102015,1.0,RENT,1,Low,35000,1,11500,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,27.12,14262.48,11500.0,0.0,400.4,leinster,2762.4799999999996,0,2013,0.13883089770354906,3.0434782608695654
30265930,2014,2014-10-01,1012016,7.0,RENT,1,Low,29000,1,1500,36,1,INDIVIDUAL,1,other,4,High,2,GOOD LOAN,0,15.61,D,4,17.01,783.5,541.69,0.0,52.45,Northern-Irl,-716.5,0,2014,0.07904642409033877,19.333333333333332
1418919,2012,2012-08-01,1012013,2.0,RENT,1,High,210000,3,35000,60,2,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,22.47,E,5,5.54,38214.06,35000.0,0.0,976.04,ulster,3214.0599999999977,0,2012,0.15946336078797657,6.0
29604005,2014,2014-10-01,1042015,10.0,MORTGAGE,3,Low,52000,1,22875,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,18.24,D,4,20.03,24881.7,22875.0,0.0,829.75,cannught,2006.7000000000007,0,2014,0.07904642409033877,2.273224043715847
3290065,2013,2013-02-01,1112013,3.0,MORTGAGE,3,Low,85000,1,14750,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.16,B,2,27.67,15763.86,14750.0,0.0,477.05,Northern-Irl,1013.8600000000006,0,2013,0.13883089770354906,5.762711864406779
8384662,2013,2013-11-01,1052015,9.0,MORTGAGE,3,High,276000,3,16000,36,1,INDIVIDUAL,1,medical,9,High,2,GOOD LOAN,0,17.1,C,3,10.62,19424.0,15999.98,0.0,571.25,Northern-Irl,3424.0,0,2013,0.13883089770354906,17.25
10076144,2013,2013-12-01,1012016,10.0,MORTGAGE,3,Low,80000,1,16000,36,1,INDIVIDUAL,1,credit_card,1,High,2,GOOD LOAN,0,18.25,D,4,13.2,13930.05,9676.63,0.0,580.45,Northern-Irl,-2069.9500000000007,0,2013,0.13883089770354906,5.0
10175941,2013,2013-12-01,1012016,6.05,RENT,1,Low,40000,1,13000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.61,C,3,30.81,10909.12,7980.17,0.0,454.55,leinster,-2090.879999999999,0,2013,0.13883089770354906,3.076923076923077
33130966,2014,2014-11-01,1122015,6.05,MORTGAGE,3,Medium,106240,2,30000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,23.43,F,6,12.94,15145.34,8523.12,0.0,1168.03,leinster,-14854.66,0,2014,0.07904642409033877,3.541333333333333
1406489,2012,2012-07-01,1102014,10.0,MORTGAGE,3,Low,42000,1,4000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.31,C,3,24.77,4937.007437,4000.0,0.0,139.27,ulster,937.0074370000002,0,2012,0.15946336078797657,10.5
28753264,2014,2014-10-01,1102015,3.0,MORTGAGE,3,Low,60000,1,20000,60,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,12.99,C,3,14.43,22445.82,20000.0,0.0,454.96,Northern-Irl,2445.8199999999997,0,2014,0.07904642409033877,3.0
8355158,2013,2013-10-01,1072014,10.0,MORTGAGE,3,Low,63000,1,18000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,BAD LOAN,1,17.76,D,4,32.63,6392.6,1798.92,2300.02,454.74,cannught,-11607.4,1,2013,0.13883089770354906,3.5
5979103,2013,2013-07-01,1042015,6.0,MORTGAGE,3,Medium,125000,2,21000,60,2,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,16.78,C,3,14.32,26573.30094,21000.0,0.0,519.43,cannught,5573.300940000001,0,2013,0.13883089770354906,5.9523809523809526
6189590,2013,2013-07-01,1012016,6.0,RENT,1,Low,67440,1,9000,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,10.64,B,2,8.04,8790.1,7292.12,0.0,293.12,Northern-Irl,-209.89999999999964,0,2013,0.13883089770354906,7.493333333333333
1864820,2012,2012-11-01,1032015,6.05,MORTGAGE,3,Medium,115000,2,8000,36,1,INDIVIDUAL,1,debt_consolidation,6,High,2,GOOD LOAN,0,15.8,C,3,13.15,9874.711328,8000.0,0.0,280.47,Northern-Irl,1874.7113279999994,0,2012,0.15946336078797657,14.375
7669492,2013,2013-10-01,1012016,10.0,MORTGAGE,3,Low,56000,1,3200,36,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,GOOD LOAN,0,8.6,A,1,29.38,2731.59,2321.47,0.0,101.17,cannught,-468.40999999999985,0,2013,0.13883089770354906,17.5
